순번,등록번호,제호,기관명,상태,종별,간별,성격,유형,발행목적,발행내용,보급방법,보급지역,선택지역,상세지역,유무가,보급대상,사용언어,발행소명,발행소 주소,인쇄소명,복수여부,등록일자,제출일자
24531,아55437,탐사보도838,서울,등록,인터넷신문,인터넷신문,총류,법인,정확한 정보와 공정한 뉴스 제공,정확한 뉴스 제공과 진실된 뉴스 제공으로 사회적약자를 보호하고 사회적 책임을 다한다,,전국,,,무가,,,주식회사 탐사보도838,"서울 영등포구 국회대로 800, 1221호 (여의도동, 여의도파라곤)",,단건,2024-05-24,2024-05-24
24530,아55447,팜소스토리웍스,서울,등록,인터넷신문,인터넷신문,총류,법인,"소상공인들의 이야기를 대중에게 전달하며, 팜소의 소식들을 인터넷을 통하여 알리는 것을 목적으로 한다",상기 발행 목적에 부합되는 내용을 인터넷을 통하여 게재한다.,,전국,,,무가,소상공인/자영업자/국민,,주식회사 팜소,"서울 동작구 노량진로 186, 미래관 3층 (노량진동, 한샘학원)",,단건,2024-05-24,2024-05-24
24529,아55436,한국철도일보,서울,등록,인터넷신문,인터넷신문,총류,법인,"한국 철도산업 분야 경제, 사회, 문화 소식 공유, 소통으로 종사자 소속감, 자부심을 고취하여 철도산업 발전에 이바지하고자 함",상기 발행 목적에 부합되는 내용만을 게재함,,전국,,,무가,일반국민,,한국철도신문 주식회사,"서울 강남구 강남대로114길 18 (논현동, 필스빌딩), 3층 304호",,단건,2024-05-24,2024-05-24
24528,사00005,ID:SC,남동,등록,기타간행물,연2회간,문화,법인,인천광역시 산업디자인의 발자취 기록 및 산업현장에서 요구하는 디자인 전문 정보의 제공,"- 5X7배판 40쪽 분량 전자매거진(인쇄없음)  - 인천광역시 산업디자인 우수성과, 디자인기업, 인물 등에 대한 아카이브 - 디자인 CMF 및 디자인도서, 디자인학술연구자료 등의 정보 제공",,전국,,,무가,,,(재)인천테크노파크 비즈니스센터지점,"인천 남동구 남동대로215번길 30 (고잔동, 인천종합비즈니스센터)",재단법인 인천테크노파크,단건,2024-05-23,2024-05-10
24527,아02639,부동산뉴스24,경남,등록,인터넷신문,인터넷신문,총류,개인,부동산 관련 소식을 발빠르게 전하고자 인터넷 사이트를 통해 기사 전달,"부동산 동향, 업계소식, 분양정보, 부동산 시세",,전국,,,무가,,,부동산뉴스24,"경남 거제시 장평1로14길 19 (장평동), 2층",,단건,2024-05-23,2024-05-16
24526,아02640,하우스존부동산신문,경남,등록,인터넷신문,인터넷신문,총류,개인,부동산 시장에서 가장 신뢰도 높은 언론사가 되어 지역경제 활성화에 이바지,"경제, 금융, 부동산 등",,전국,,,무가,,,하우스존부동산신문,"경남 창원시 마산회원구 석전남23길 6-1, 상가동 201호 (석전동, 일우맨션아파트)",,단건,2024-05-23,2024-05-17
24525,아54068,경기뷰티뉴스,경기,등록,인터넷신문,인터넷신문,총류,개인,"월드뷰티, 정치, 경제, 사회, 문화, 시사 등에 관한 보도, 논평 및 여론 등을 전파하기 위하여 간행하는 전자 간행물","월드뷰티, 정치, 경제, 사회, 문화, 시사 등에 관한 보도, 논평 및 여론, 정보 등",,전국,,,무가,일반국민,,김서연,"경기 파주시 야당동 1072-1, 606호",,단건,2024-05-22,2024-05-20
24524,아54067,소상공인경제뉴스,경기,등록,인터넷신문,인터넷신문,총류,개인,소상공인 단체와 개인들의 활동을 취재하여 소상공인단체의 활동에 대한 이해와 소상공인들의 영업장 운영 노하우 등 소상공인에 대한 기사를 알리는것에 목적으로 함.,"소상공인 관련 국회, 정책, 사업 등 소상공인 개인사업자 영업 노하우 등 관련 내용 발행",,전국,,,무가,,,이윤재,"경기 남양주시 경춘로 1287, 401-1호 (평내동, 정우빌딩)",,단건,2024-05-22,2024-05-16
24523,아54069,에꼴데보자르,경기,등록,인터넷신문,인터넷신문,총류,법인,영유아 교육 종사자들의 알권리 진작 및 마케팅에 필요한 유용한 뉴스 콘텐츠 및 교육 콘텐츠를 제공하고 관련산업 전반에 대한 이슈를 점검하고 대안제시와 함께 동반성장하는 인프라 구축에 기여하고자 함,상기 발행목적에 부합되는 내용만을 게재함,,전국,,,무가,회원 및 건강 정보를 필요로 하는 지역주민,,주식회사 에꼴데보자르,"경기 남양주시 순화궁로 249, B219호 (별내동, 별내역 파라곤스퀘어 지식산업센터-1)",,단건,2024-05-22,2024-05-20
24522,마00176,영스타 주니어(youngstar junior),강남,등록,잡지,격월간,총류,개인,"한국아역배우협회(KCAA) 회원 정보저널지 발간, 아역 오디션 및 캐스팅 정보 전달, 전국 아동 청소년 배우 및 모델 화보 및 인터뷰 기사 제공, 잡지모델 데뷔 활동","한국아역배우협회(KCAA) 회원 및 전국 아동 청소년 연예인, 또는 그 지망생이 배우, 모델, 예능, 가수, 댄서, 뮤지컬, 유튜버(크리에이터), 국악 등 다양한 예술 분야 활동을 위한 아역 오디션 및 캐스팅 정보 제공 및 광고 방송 영화 등의 대중매체 활동 소식을 전달한다.",,전국,,,유가,,,호랑이굴엔터테인먼트,"서울 강남구 테헤란로 147, 16층 1605호 (역삼동, 성지하이츠Ⅱ)",(주)애드피앤씨,단건,2024-05-22,2024-05-02
24521,아02638,주간 하동,경남,등록,인터넷신문,인터넷신문,총류,법인,지역정치 경제 및 시사관련 사항을 포함한 하동군정 홍보 및 해설,"정치, 경제, 사회, 문화, 예술 등",,전국,,,유가,지역주민 출향향우,,주식회사 주간 하동,"경남 하동군 하동읍 시장3길 12 , 2층",,단건,2024-05-22,2024-05-17
24520,아00554,코리아뉴스업데이트,부산,등록,인터넷신문,인터넷신문,총류,법인,"국내 외 정치, 경제, IT 흐름 등을 일목요연 신속 정확하게 영어로 국민들에게 전달함.",발행목적에 부합되는 내용으로 제공,,전국,,,무가,,,주식회사 컬컴,"부산 부산진구 서면로 47 (부전동, 빅보이타워) 5층",,단건,2024-05-22,2024-05-16
24519,아54066,클로바필라테스 수원권선점,경기,등록,인터넷신문,인터넷신문,총류,법인,필라테스 종사자들의 알권리 진작 및 마케팅에 필요한 유용한 뉴스 콘텐츠 및 교육콘텐츠를 제공하고 관련사업 전반에 대한 이슈를 점검하고 대안제시와 함께 동반성장하는 인프라 구축에 기여하고자 함,상기 발행목적에 부합되는 내용만을 게재함,,전국,,,무가,,,클로바코퍼레이션(주) 수원권선점,"경기 수원시 권선구 덕영대로1201번길 22 (권선동, 효림트윈타워), 2층 202호",,단건,2024-05-22,2024-05-17
24518,아54065,클로바필라테스 화서점,경기,등록,인터넷신문,인터넷신문,총류,법인,필라테스 종사자들의 알권리 진작 및 마케팅에 필요한 유용한 뉴스 콘텐츠 및 교육콘텐츠를 제공하고 관련사업 전반에 대한 이슈를 점검하고 대안제시와 함께 동반성장하는 인프라 구축에 기여하고자 함,상기 발행목적에 부합되는 내용만을 게재함,,전국,,,무가,,,클로바코퍼레이션(주),"경기 수원시 팔달구 동말로 62 (화서동), 2층",,단건,2024-05-22,2024-05-17
24517,아00371,강원닷컴,강원,등록,인터넷신문,인터넷신문,총류,법인,"강원특별자치도 발전을 위한 시사, 문화, 교양 기사와 소식 제공","시사, 정치, 문화, 교양 뉴스, 만화",,전국,,,무가,강원특별자치도민,,주식회사 티컴스(TICOMS),"강원특별자치도 춘천시 중앙로 108, 202호 (낙원동)",,단건,2024-05-21,2024-05-21
24516,아55432,그린티 소식,서울,등록,인터넷신문,인터넷신문,총류,개인,"건강, 교육, 문화, 생활, 스포츠, 경제 등에 관한 유용한 정보의 제공",상기 발행 목적에 부합되는 내용으로 함,,전국,,,무가,인터넷이용자,,박진선(그린티 소식),"서울 강남구 삼성동 26-33, 1층 일부 101호",,단건,2024-05-21,2024-05-21
24515,아55435,기독종합신문,서울,등록,인터넷신문,인터넷신문,총류,단체,"기독교계의 종합적인 내용을 보도하고, 복음앱운동을 활성화시켜 기독교인들로 참된 그리스도인이 되어, 세상에서 빛과 소금이 되게 한다.",상기 발행 목적에 부합되는 내용만을 게재함,,전국,,,무가,네티즌,,크로스로드 복음앱 운동,"서울 송파구 가락로 262, 2층 (방이동)",,단건,2024-05-21,2024-05-21
24514,아00528,남도닷컴,전남,등록,인터넷신문,인터넷신문,총류,개인,진보와 보수를 넘어 남도의 정보를 남도민들에게 제공하고 민주 언론을 지향,"정치, 경제, 교육, 사회 등을 인터넷 사이트에 게재",,전국,,,무가,,,서한초,전남 순천시 중앙3길 9 (장천동) 2층,,단건,2024-05-21,2024-05-13
24513,아55431,모범뉴스칼럼,서울,등록,인터넷신문,인터넷신문,총류,개인,"월드뷰티, 정치, 경제, 사회, 문화, 시사 등에 관한 보도, 논평 및 여론 등을 전파하기 위하여 간행하는 전자간행물","월드뷰티, 정치, 경제, 사회, 문화, 시사 등에 관한 보도, 논평 및 여론, 정보 등",,전국,,,무가,일반국민,,윤소아(모범뉴스칼럼),"서울 강서구 마곡동 799-17, 202호",,단건,2024-05-21,2024-05-21
24512,아55434,북저널리즘,서울,등록,인터넷신문,인터넷신문,총류,법인,"책처럼 깊이 있게, 뉴스처럼 빠르게 우리가 지금, 깊이 읽어야 할 주제를 다룹니다. 단순한 사실 전달을 넘어 새로운 관점과 해석을 제시하고 사유의 운동을 촉진합니다.",상기 발행 목적에 부합되는 내용만을 게재합니다.,,전국,,,유가,네티즌,,주식회사 스리체어스,"서울 종로구 효자로 15, 2층 209호 (통의동)",,단건,2024-05-21,2024-05-21
24511,라00801,안산 인(人) 한의원 건강소식,서울중,등록,정보간행물,월간,건강,법인,"건강상 주의, 예방해야할 질환, 한방상식 등 한의원 내방객에게 보다 나은 서비스를 제공할 목적으로 발행함",표지 포함 20p,,지역,,,유가,,,주식회사 마음자리,서울특별시 중구  필동로8길 30(필동2가),(주)굿프린팅,단건,2024-05-21,2024-05-21
24510,아00632,유어테니스 매거진,전북,등록,인터넷신문,인터넷신문,지역기타,개인,"테니스 관련 정보 및 라이프스타일, 지역 사회 이슈 및 이벤트 등 전달",위 상기 발행목적에 부합되는 내용만을 인터넷을 통하여 인터넷 신문으로 발행하고자 함.,인터넷,지역,,,유가,네티즌,한글,유어테니스 매거진,전북특별자치도 전주시 덕진구 만성북로 11 (만성동) 대궁타워 502호,,단건,2024-05-21,2024-05-07
24509,다01566,주간 하동,경남,등록,일반주간신문,주간,총류,법인,지역 정치·경제 및 시사관련 사항을 포함한 하동군정 홍보 및 해설,"정치·경제·사회 ·문화, 예술 등",,지역,경남,"하동군민, 출향향우(전국)",유가,"지역주민, 향우(전국)",,주식회사 주간 하동,"경남 하동군 하동읍 시장3길 12 , 2층",(주)주영테크,단건,2024-05-21,2024-05-17
24508,아55433,한국컬쳐뉴스,서울,등록,인터넷신문,인터넷신문,총류,법인,"문화원들 인근 지역의 공동 활성화 및 홍보, 다양성 확보",상기 발행 목적에 부합되는 내용만을 게재함,,전국,,,무가,일반국민,,케이컬쳐클럽 주식회사,"서울 성동구 독서당로40길 37, 근린생활시설동 지2층 211호 (옥수동, 옥수 어울림)",,단건,2024-05-21,2024-05-21
24507,라00623,헬스리포트,종로,등록,잡지,월간,총류,법인,건강상식 및 정보를 다수에게 공유하도록 하고 이와 관련된 제품을 홍보함,"발행목적에 부합되는 내용을 24면 이상 120면 이내로 게재, 240*188(mm)로 인쇄하여 유가로 배포함",,지역,,,유가,,,주식회사 유니바이오,"서울 종로구 수표로26길 28 (돈의동, 동의빌딩), 601호",그린칼라(주),단건,2024-05-21,2024-05-16
24506,아00527,굿투데이뉴스,전남,등록,인터넷신문,인터넷신문,총류,개인,"대한민국의 민주주의 발전과 정치, 사회, 경제, 문화 등 다양한 분야의 발전에 목표를 두고 역할을 다하고자하며, 특히 전남, 광주, 전북 지역사회의 발전을 위한 정책 제안에 중점을 두고 운영하고자 함","인터넷신문으로 종합뉴스(정치, 경제, 문화, 생활, 국제), tv연예, 스포츠, 지역뉴스, 기획/정책, 오피니언, 포토/영상, 커뮤니티로 화면을 구성하여 기사를 송출할 계획임",,전국,,,무가,,,굿투데이뉴스,전남 담양군 담양읍 죽녹원로 29-1 (지침리),,단건,2024-05-20,2024-05-20
24505,아00495,뉴스저널 코리아,대전,등록,인터넷신문,인터넷신문,총류,법인,"정치, 경제, 사회, 문화 등 각 분야의 다양한 뉴스 전달을 위함","정치, 경제, 사회, 문화, 스포츠, 취미, 소양, 지역 축제 및 행사 등",,전국,,,무가,전국민,,엔제이케이 주식회사,"대전 중구 보문로 337, 지하1층 7호,8호 (선화동)",,단건,2024-05-20,2024-05-16
24504,아54063,아그리테크 타임즈,경기,등록,인터넷신문,인터넷신문,총류,개인,"미래 농업을 선도하는 전문 언론으로서 최첨단 농업기계 혁신기술, 스마트팜 활성화를 위한 빅데이터, AI(인공지능), 농용로봇, 드론 분야는 물론 동물복지 및 펫케어 산업의 성장에 기여하는 최신의 정보와 지식을 제공·공유해 농업 및 관련 전·후방 산업발전에 기여",상기 발행목적 내용으로 함,,전국,,,무가,,,한민우(아그리테크),"경기 화성시 큰나래1길 3-11 (새솔동), 402호",,단건,2024-05-20,2024-05-14
24503,아54064,인포매틱스뷰,경기,등록,인터넷신문,인터넷신문,총류,법인,"여행관련된 업체들과 현황 정부정책 이슈와뉴스, 그리고 국내 해외 여행관련된 정보들을 전달하는 뉴스를 발행합니다.",상기발행목적 내용으로 함,,전국,,,무가,,,주식회사 메이븐크리에이티브,"경기 성남시 분당구 백현로 100 (정자동, 정자아이파크), 2001호",,단건,2024-05-20,2024-05-14
24502,아54060,라스트원(LASTONE),경기,등록,인터넷신문,인터넷신문,총류,법인,온라인 이커머스 초보 및 중년셀러분들에 대한 필수정보제공과 온라인 판매 정보 공유를 통한 온라인 이커머스 저변 확대에 이바지한다,온라인 이커머스 초보 또는 중년 셀러분들에 대한 정보제공,,전국,,,무가,대한민국 국민(초보 및 중년셀러 대상),,삼성종합물류 주식회사,"경기 고양시 덕양구 무원로6번길 36, 806호 (행신동, 남정씨티프라자6차)",,단건,2024-05-17,2024-05-08
24501,아00553,리전위크,부산,등록,인터넷신문,인터넷신문,총류,개인,지역 주민에게 도움되는 정보를 제공하고 지역을 알림으로써 지역 균형발전에 기여,"지역, 정책 소개와 경제, 생활정보 제공",,전국,,,무가,,,김민석,부산 수영구 망미번영로88번길 64 (망미동) 1층,,단건,2024-05-17,2024-05-14
24500,아54061,일산문화신문,경기,등록,인터넷신문,인터넷신문,총류,개인,"공예 교육 및 전시, 문화 정보 등을 공유함으로써 평생교육 및 문화활동 활성화에 이바지한다.","공예를 중심으로 문화, 생활 등의 정보와 뉴스를 제공한다.",,전국,,,무가,,,이소영,"경기 고양시 일산동구 정발산로 47, 416호 (장항동, 웅신아트)",,단건,2024-05-17,2024-05-08
